Tipo Titulo;Vencimento do Titulo;Data Venda;PU;Quantidade;Valor
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/06/2003;878.88;684.6;601681.25
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/06/2003;877.31;608.6;533930.87
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/06/2003;878.13;89.6;78680.45
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/06/2003;879.75;247.2;217474.2
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/06/2003;881.79;605.2;533659.31
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;01/07/2003;884.14;151.4;133858.8
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/07/2003;880.42;321.4;282966.99
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/07/2003;876.93;410.8;360242.84
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/07/2003;875.14;90.4;79112.66
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/07/2003;874.6;497;434676.2
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/07/2003;873.28;125.4;109509.31
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/07/2003;874.37;110.4;96530.45
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/07/2003;875.31;75.4;65998.37
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/07/2003;875.38;298.2;261038.32
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/07/2003;876.17;85.2;74649.68
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/07/2003;877.76;276;242261.76
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/07/2003;873.37;132.6;115808.86
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/07/2003;872.66;293;255689.38
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/07/2003;872.07;248;216273.36
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/07/2003;873.61;1803.6;1575643
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/07/2003;878.67;171;150252.57
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/07/2003;880.93;150.4;132491.87
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/07/2003;879.5;275.6;242390.2
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/07/2003;879.54;242.6;213376.4
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;31/07/2003;880.39;196;172556.44
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/08/2003;880.13;44.8;39429.82
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/08/2003;880.82;115.6;101822.79
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/08/2003;883.87;8.6;7601.28
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/08/2003;886.22;149.2;132224.02
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/08/2003;888.58;58.6;52070.79
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/08/2003;888.79;89.2;79280.07
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/08/2003;888.26;145.4;129153
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/08/2003;886.69;39.4;34935.59
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/08/2003;885.57;397;351571.29
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/08/2003;882.29;145.4;128284.97
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/08/2003;889.04;336.2;298895.25
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/08/2003;893.45;274;244805.3
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/08/2003;894.74;352.4;315306.38
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/08/2003;896.64;163.2;146331.65
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/08/2003;896.62;98.4;88227.41
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/08/2003;895.02;259.4;232168.19
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/08/2003;894.14;116.6;104256.72
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/08/2003;895.61;569.4;509960.33
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;01/09/2003;898.78;94.2;84665.08
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/09/2003;901.99;106.4;95971.74
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/09/2003;902.85;564.2;509387.97
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/09/2003;905.52;1271.4;1151278.13
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/09/2003;904.72;429.2;388305.82
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/09/2003;905.32;453;410109.96
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/09/2003;907.64;428.6;389014.5
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/09/2003;909.25;98.8;89833.9
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/09/2003;908;181.2;164529.6
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/09/2003;907.67;288.8;262135.1
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/09/2003;906.51;336.6;305131.27
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/09/2003;906.43;172.8;156631.1
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/09/2003;902.36;361.4;326112.9
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/09/2003;906.22;32.2;29180.28
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/09/2003;909.19;69.6;63279.62
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/09/2003;910.73;275;250450.75
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/09/2003;912.28;34;31017.52
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/09/2003;915.26;1146;1048887.96
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/09/2003;913.5;149.2;136294.2
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/09/2003;914.46;168.4;153995.06
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/10/2003;913.95;100.8;92126.16
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/10/2003;916.03;81;74198.43
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/10/2003;918.13;79.2;72715.9
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/10/2003;924.09;335.6;310124.6
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/10/2003;923.93;140.6;129904.56
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/10/2003;925.63;411.2;380619.06
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/10/2003;925.74;99.2;91833.41
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/10/2003;924.42;185;171017.7
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/10/2003;924.87;71;65665.77
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/10/2003;923.61;235.4;217417.79
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/10/2003;923.78;106.2;98105.44
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/10/2003;920.9;414.8;381989.32
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/10/2003;921.24;278.6;256657.46
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/10/2003;923.16;175.4;161922.26
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/10/2003;924.58;151.2;139796.5
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/10/2003;874.21;1735;1516754.35
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/10/2003;876.72;304.6;267048.91
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/10/2003;877.4;410;359734
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/10/2003;876.27;268.8;235541.38
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/10/2003;877.88;630.6;553591.13
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/10/2003;876.42;168.8;147939.7
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;31/10/2003;876.58;146.6;128506.63
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/11/2003;876.18;118.2;103564.48
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/11/2003;873.51;210.8;184135.91
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/11/2003;875.01;720.8;630707.21
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/11/2003;872.8;238.4;208075.52
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/11/2003;871.66;613;534327.58
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/11/2003;874.08;205.4;179536.03
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/11/2003;874.85;132.6;116005.11
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/11/2003;873.46;887.2;774933.71
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/11/2003;873.13;462.8;404084.56
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/11/2003;873.37;251.6;219739.89
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/11/2003;871.83;125.4;109327.48
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/11/2003;871.55;275.6;240199.18
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/11/2003;864.6;119.2;103060.32
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/11/2003;863.21;338.4;292110.26
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/11/2003;867.18;179.6;155745.53
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/11/2003;875.46;463.6;405863.26
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/11/2003;878.21;91;79917.11
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/11/2003;880.46;90.2;79417.49
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/11/2003;882.74;312.8;276121.07
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/11/2003;886.89;419;371606.91
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;01/12/2003;891.06;598.4;533210.3
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/12/2003;890.48;573;510245.04
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/12/2003;887.95;632.8;561894.76
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/12/2003;892.27;691.2;616737.02
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/12/2003;898.15;430.4;386563.76
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/12/2003;901.5;466.6;420639.9
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/12/2003;911.63;119.8;109213.27
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/12/2003;921.15;812;747973.8
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/12/2003;920.48;463.8;426918.62
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/12/2003;919.32;227;208685.64
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/12/2003;918.11;219.8;201800.58
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/12/2003;912.33;281.6;256912.13
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/12/2003;913.21;626.4;572034.74
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/12/2003;918.55;501.4;460560.97
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/12/2003;928.62;799.6;742524.55
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/12/2003;940.1;221.2;207950.12
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/12/2003;932.32;415.8;387658.66
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/12/2003;927.87;1426.8;1323884.92
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/12/2003;936.3;194.4;182016.72
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/01/2004;929.4;159.8;148518.12
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/01/2004;938.71;170.8;160331.67
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/01/2004;939.48;176.6;165912.17
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/01/2004;937.88;514.8;482820.62
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/01/2004;943.78;374;352973.72
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/01/2004;940.86;353.6;332688.1
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/01/2004;933.49;702.4;655683.38
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/01/2004;928.79;357;331578.03
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/01/2004;929.53;502.8;467367.68
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/01/2004;926.86;493.8;457683.47
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/01/2004;919.62;267.8;246274.24
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/01/2004;917.49;2136.2;1959942.14
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/01/2004;907.71;681.2;618332.05
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/01/2004;912.49;562.4;513184.38
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/01/2004;930.07;118;109748.26
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/01/2004;937.61;434.6;407485.31
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/01/2004;933.33;373.4;348505.42
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/01/2004;934.8;328.4;306988.32
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/01/2004;938.28;310.8;291617.42
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/01/2004;947.98;920;872141.6
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/01/2004;946.22;246.8;233527.1
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/02/2004;943.13;355.6;335377.03
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/02/2004;945.93;380.2;359642.59
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/02/2004;944.19;346.8;327445.09
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/02/2004;944.34;186.4;176024.98
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/02/2004;945.22;884.4;835952.57
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/02/2004;944.4;786.4;742676.16
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/02/2004;943.67;1014.4;957258.85
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/02/2004;940.1;659.6;620089.96
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/02/2004;940.98;1023.2;962810.74
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/02/2004;947.22;369.6;350092.51
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/02/2004;947.35;390;369466.5
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/02/2004;944.91;374.6;353963.29
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/02/2004;945.58;534.4;505317.95
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/02/2004;945.34;338.4;319903.06
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/02/2004;947.6;586.6;555862.16
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/02/2004;948.92;229.2;217492.46
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/02/2004;945.51;892;843394.92
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/02/2004;951.71;660.6;628699.63
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;01/03/2004;953.26;765.8;730006.51
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/03/2004;953.64;671.2;640083.17
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/03/2004;955.45;827;790157.15
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/03/2004;962.6;677.8;652450.28
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/03/2004;967.67;551.6;533766.77
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/03/2004;970.91;833.8;809544.76
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/03/2004;970.36;672.4;652470.06
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/03/2004;968.89;357.6;346475.06
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/03/2004;967.77;827.4;800732.9
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/03/2004;967.65;1623;1570495.95
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/03/2004;971.71;613.4;596046.91
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/03/2004;976.27;1083.8;1058081.43
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/03/2004;975.38;781.6;762357.01
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/03/2004;973.74;480.4;467784.7
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/03/2004;970.97;1222;1186525.34
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/03/2004;971.37;1034;1004396.58
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/03/2004;975.54;1203;1173574.62
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/03/2004;976.44;817.8;798532.63
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/03/2004;976.19;1122.2;1095480.42
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/03/2004;977.05;897.4;876804.67
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/03/2004;980.23;1131.8;1109424.31
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/04/2004;976.6;1868.8;1825070.08
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/04/2004;977.78;960.8;939451.02
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/04/2004;979.07;880.8;862364.86
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/04/2004;980.93;570.4;559522.47
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/04/2004;983.31;438.4;431083.1
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/04/2004;983.14;492.2;483901.51
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/04/2004;984.03;1248.8;1228856.66
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/04/2004;986.42;673.4;664255.23
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/04/2004;984.95;1116.2;1099401.19
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/04/2004;981.24;723.8;710221.51
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/04/2004;977.52;682.8;667450.66
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/04/2004;977.03;695.8;679817.47
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/04/2004;978.43;932.4;912288.13
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/04/2004;981.26;752.4;738300.02
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/04/2004;979.64;661.8;648325.75
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/04/2004;976.75;1228.4;1199839.7
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/04/2004;975.25;1203.6;1173810.9
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/04/2004;974.96;1108;1080255.68
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/04/2004;933.53;3591;3352306.23
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/05/2004;935.28;4049.8;3787696.94
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/05/2004;933.33;2253.6;2103352.49
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/05/2004;929.86;1994.6;1854698.76
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/05/2004;927.59;1354.8;1256698.93
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/05/2004;925.68;1532;1418141.76
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;10/05/2004;925.93;1640.8;1519265.94
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/05/2004;927.23;1458.8;1352643.12
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/05/2004;924.47;1184.4;1094942.27
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/05/2004;923.51;792.2;731604.62
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/05/2004;925.62;1082.8;1002261.34
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/05/2004;926.17;2407.2;2229476.42
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/05/2004;926.86;536;496796.96
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/05/2004;927.25;865.8;802813.05
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/05/2004;927.54;761.4;706228.96
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/05/2004;927.91;1182.2;1096975.2
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/05/2004;925.37;934.2;864480.65
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/05/2004;924.6;509.8;471361.08
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/05/2004;929.85;1249.8;1162126.53
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/05/2004;932.32;1680;1566297.6
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/05/2004;936.56;567.2;531216.83
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;31/05/2004;935.92;1595.2;1492979.58
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;01/06/2004;934.45;1571;1468020.95
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/06/2004;936.83;1777;1664746.91
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/06/2004;937.11;1642.2;1538922.04
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/06/2004;938.34;638.8;599411.59
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/06/2004;937.07;638.4;598225.49
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/06/2004;935.17;564.6;527996.98
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/06/2004;934.98;811;758268.78
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;11/06/2004;938.44;1021.6;958710.3
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/06/2004;944.16;677.4;639573.98
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/06/2004;951.53;972;924887.16
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/06/2004;956.19;838.2;801478.46
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;17/06/2004;957.44;1163.6;1114077.18
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;18/06/2004;959.28;1145;1098375.6
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/06/2004;960.53;298.6;286814.26
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/06/2004;958.3;735.4;704733.82
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/06/2004;950.85;1322.2;1257213.87
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;24/06/2004;947.51;1471;1393787.21
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;25/06/2004;948.86;1095.8;1039760.79
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/06/2004;950.68;2498.8;2375559.18
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/06/2004;949.46;1535.4;1457800.88
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/06/2004;948.7;1758;1667814.6
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;01/07/2004;950.3;1349.6;1282524.88
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/07/2004;952.58;2792.6;2660174.91
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/07/2004;953.28;3325.2;3169846.66
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/07/2004;954.83;3673.8;3507854.45
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;07/07/2004;960.6;1897.6;1822834.56
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;08/07/2004;961.69;1631;1568516.39
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/07/2004;957.79;1420.2;1360253.36
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;12/07/2004;950.17;1401.6;1331758.27
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;13/07/2004;949.24;1993;1891835.32
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;14/07/2004;950.32;2174.8;2066755.94
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;15/07/2004;946.79;1883.8;1783563
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;16/07/2004;943.74;1376.2;1298774.99
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;19/07/2004;948.15;1237;1172861.55
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;20/07/2004;953.29;1376.4;1312108.36
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;21/07/2004;956.76;1353.6;1295070.34
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;22/07/2004;957.41;1377;1318353.57
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;23/07/2004;961.15;1270.4;1221044.96
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;26/07/2004;964.05;1290.4;1244010.12
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;27/07/2004;967.1;529.8;512369.58
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;28/07/2004;966.87;1405.6;1359032.47
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;29/07/2004;968.11;1557.8;1508121.76
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;30/07/2004;970.42;2174.4;2110081.25
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;02/08/2004;967.06;2031.6;1964679.1
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;03/08/2004;970.91;709.2;688569.37
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;04/08/2004;977.49;1277.2;1248450.23
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;05/08/2004;985.72;362.2;357027.78
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;06/08/2004;989.48;738.4;730632.03
Tesouro Prefixado + Juros Semestral 01/2021;01/01/2021;09/08/2004;988;616.8;609398.4
